"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"48403","0","10","70","0","2019","A","",212,2481,91501278,20274846,345518,709,36876,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",20,10.4,190,8.3,6023401,7.0,1815922,9.8,-4477,-1.3,-9,-1.3,-440,-1.2
"48403","1","10","71","0","2019","A","",7,45,2366429,0,0,1017,52881,"",5.59,0.95,0.95,0.00,0.00,1.01,1.01,"",1,16.7,1,2.3,-190500,-7.5,0,0.0,0,0.0,-111,-9.8,-5787,-9.9
"48403","2","10","71","0","2019","A","",6,35,1733778,0,0,957,49774,"",4.14,0.45,0.57,0.00,0.00,1.27,1.27,"",0,0.0,0,0.0,52910,3.1,0,0.0,0,0.0,22,2.4,1171,2.4
"48403","3","10","71","0","2019","A","",22,484,16689816,584469,576,663,34459,"",6.21,2.03,2.11,2.12,0.32,1.04,1.04,"",2,10.0,15,3.2,996189,6.3,15357,2.7,-9660,-94.4,20,3.1,1015,3.0
"48403","5","10","71","0","2019","A","",178,1917,70711255,19690377,344942,709,36878,"",0.87,0.91,0.91,0.99,1.00,1.00,1.00,"",18,11.2,174,10.0,5164802,7.9,1800565,10.1,5183,1.5,-14,-1.9,-722,-1.9
"48405","0","10","70","0","2019","A","",160,2158,95612077,23116656,360937,852,44306,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,2.6,342,18.8,25893072,37.1,6051140,35.5,69562,23.9,114,15.4,5922,15.4
"48405","1","10","71","0","2019","A","",3,19,798741,0,0,791,41137,"",3.17,0.46,0.31,0.00,0.00,0.65,0.65,"",1,50.0,1,5.6,16041,2.0,0,0.0,0,0.0,-34,-4.1,-1751,-4.1
"48405","2","10","71","0","2019","A","",6,31,1318003,0,0,827,42978,"",5.48,0.46,0.41,0.00,0.00,0.92,0.91,"",0,0.0,2,6.9,10440,0.8,0,0.0,0,0.0,-30,-3.5,-1598,-3.6
"48405","3","10","71","0","2019","A","",9,405,13496283,1298433,1290,641,33317,"",3.37,1.95,1.63,4.14,0.69,0.84,0.84,"",0,0.0,10,2.5,777950,6.1,-33547,-2.5,-22676,-94.6,22,3.6,1139,3.5
"48405","5","10","71","0","2019","A","",143,1703,79999050,21818223,359647,903,46980,"",0.92,0.92,0.98,0.96,1.00,1.06,1.06,"",4,2.9,329,23.9,25088641,45.7,6084687,38.7,92238,34.5,134,17.4,7002,17.5
"48407","0","10","70","0","2019","A","",262,2160,78439664,12044206,148356,698,36308,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,4.4,94,4.5,5906081,8.1,763485,6.8,1367,0.9,23,3.4,1196,3.4
"48407","1","10","71","0","2019","A","",5,29,1446616,0,0,959,49883,"",3.23,0.70,0.68,0.00,0.00,0.97,0.96,"",1,25.0,2,7.4,54281,3.9,0,0.0,0,0.0,-18,-1.8,-901,-1.8
"48407","2","10","71","0","2019","A","",8,41,2385136,0,0,1126,58531,"",4.46,0.60,0.91,0.00,0.00,1.52,1.52,"",0,0.0,1,2.5,54673,2.3,0,0.0,0,0.0,6,0.5,269,0.5
"48407","3","10","71","0","2019","A","",27,914,33632688,373855,365,708,36801,"",6.17,4.40,4.97,2.29,0.47,1.13,1.13,"",0,0.0,34,3.9,2144262,6.8,80501,27.4,-4909,-93.1,20,2.9,1025,2.9
"48407","5","10","71","0","2019","A","",223,1177,40975224,11670351,147991,670,34821,"",0.88,0.64,0.61,0.99,1.00,0.96,0.96,"",11,5.2,59,5.3,3652865,9.8,682984,6.2,6276,4.4,28,4.4,1443,4.3
"48409","0","10","70","0","2019","A","",1147,18551,904987080,182107745,4253441,938,48784,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-8,-0.7,-169,-0.9,-5038413,-0.6,-2359450,-1.3,-2099229,-33.0,3,0.3,172,0.4
"48409","1","10","71","0","2019","A","",14,93,5481501,0,0,1130,58783,"",2.07,0.26,0.22,0.00,0.00,0.85,0.85,"",1,7.7,0,0.0,24531,0.4,0,0.0,0,0.0,-5,-0.4,-211,-0.4
"48409","2","10","71","0","2019","A","",9,171,8892181,0,0,999,51950,"",1.15,0.29,0.29,0.00,0.00,1.00,1.00,"",0,0.0,9,5.6,821236,10.2,0,0.0,0,0.0,39,4.1,2027,4.1
"48409","3","10","71","0","2019","A","",75,3806,152524718,8201887,8248,771,40071,"",3.91,2.13,1.95,3.32,0.37,0.92,0.92,"",-11,-12.8,7,0.2,8493398,5.9,513076,6.7,-130289,-94.0,42,5.8,2157,5.7
"48409","5","10","71","0","2019","A","",1049,14480,738088680,173905858,4245193,980,50973,"",0.94,0.91,0.96,0.97,1.00,1.05,1.04,"",2,0.2,-187,-1.3,-14377578,-1.9,-2872526,-1.6,-1968940,-31.7,-7,-0.7,-330,-0.6
"48411","0","10","70","0","2019","A","",209,1857,77983154,16205293,455245,807,41989,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-5,-0.3,-264624,-0.3,-107983,-0.7,-20568,-4.3,-1,-0.1,-38,-0.1
"48411","1","10","71","0","2019","A","",7,20,886797,0,0,860,44712,"",5.67,0.56,0.42,0.00,0.00,0.75,0.75,"",1,16.7,1,5.3,108248,13.9,0,0.0,0,0.0,69,8.7,3555,8.6
"48411","2","10","71","0","2019","A","",11,166,7136150,0,0,825,42881,"",7.69,2.84,2.74,0.00,0.00,0.96,0.96,"",0,0.0,-2,-1.2,-1611,0.0,0,0.0,0,0.0,9,1.1,436,1.0
"48411","3","10","71","0","2019","A","",21,316,11744745,651378,641,715,37196,"",6.01,1.77,1.74,2.96,0.27,0.99,0.99,"",0,0.0,7,2.3,542137,4.8,1566,0.2,-11049,-94.5,18,2.6,942,2.6
"48411","5","10","71","0","2019","A","",171,1355,58215462,15553915,454604,826,42956,"",0.84,0.86,0.88,0.98,1.00,1.02,1.02,"",0,0.0,-11,-0.8,-913398,-1.5,-109549,-0.7,-9519,-2.1,-7,-0.8,-338,-0.8
"48413","0","10","70","0","2019","A","",95,774,36840561,6525721,118513,915,47603,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,1.1,-33,-4.1,266309,0.7,-74388,-1.1,-17772,-13.0,44,5.1,2296,5.1
"48413","1","10","71","0","2019","A","",4,12,657036,0,0,1031,53636,"",7.13,0.81,0.66,0.00,0.00,0.79,0.79,"",1,33.3,0,0.0,20089,3.2,0,0.0,0,0.0,-19,-1.8,-959,-1.8
"48413","2","10","71","0","2019","A","",3,3,180042,0,0,1154,60014,"",4.62,0.12,0.15,0.00,0.00,1.19,1.19,"",-1,-25.0,0,0.0,12454,7.4,0,0.0,0,0.0,80,7.4,4151,7.4
"48413","3","10","71","0","2019","A","",19,244,8047314,80014,77,635,33037,"",11.97,3.28,2.53,0.90,0.13,0.77,0.77,"",0,0.0,3,1.2,211702,2.7,12991,19.4,-1128,-93.6,10,1.6,524,1.6
"48413","5","10","71","0","2019","A","",69,515,27956169,6445707,118436,1044,54275,"",0.75,0.78,0.89,1.01,1.01,1.14,1.14,"",1,1.5,-37,-6.7,22064,0.1,-87379,-1.3,-16644,-12.3,70,7.2,3632,7.2
"48415","0","10","70","0","2019","A","",499,6447,367583245,52109205,1247379,1096,57016,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,2.0,-242,-3.6,-7817175,-2.1,-3839161,-6.9,-383230,-23.5,17,1.6,890,1.6
"48415","1","10","71","0","2019","A","",7,34,1731799,0,0,994,51695,"",2.37,0.28,0.17,0.00,0.00,0.64,0.64,"",1,16.7,0,0.0,-24789,-1.4,0,0.0,0,0.0,-7,-0.7,-352,-0.7
"48415","2","10","71","0","2019","A","",14,280,13443752,0,0,922,47956,"",4.10,1.38,1.09,0.00,0.00,0.79,0.79,"",0,0.0,-41,-12.8,-1212310,-8.3,0,0.0,0,0.0,44,5.0,2322,5.1
"48415","3","10","71","0","2019","A","",26,1301,58026224,208746,203,858,44610,"",3.12,2.10,1.83,0.30,0.03,0.87,0.87,"",1,4.0,4,0.3,2884612,5.2,9717,4.9,-3376,-94.3,40,4.9,2079,4.9
"48415","5","10","71","0","2019","A","",453,4832,294381470,51900459,1247176,1172,60918,"",0.94,0.88,0.94,1.02,1.01,1.07,1.07,"",9,2.0,-205,-4.1,-9464688,-3.1,-3848878,-6.9,-379854,-23.3,12,1.0,596,1.0
"48417","0","10","70","0","2019","A","",168,1329,77927157,11566275,261672,1128,58647,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-1.8,-41,-3.0,-2748710,-3.4,-1302714,-10.1,-132198,-33.6,-4,-0.4,-237,-0.4
"48417","1","10","71","0","2019","A","",4,13,689313,0,0,1053,54780,"",4.03,0.51,0.33,0.00,0.00,0.66,0.66,"",0,0.0,0,0.0,-19740,-2.8,0,0.0,0,0.0,-3,-0.3,-114,-0.2
"48417","2","10","71","0","2019","A","",5,15,869845,0,0,1103,57352,"",4.35,0.36,0.33,0.00,0.00,0.92,0.92,"",0,0.0,1,7.1,67346,8.4,0,0.0,0,0.0,1,0.1,31,0.1
"48417","3","10","71","0","2019","A","",9,203,7690935,134180,127,730,37964,"",3.21,1.59,1.14,0.85,0.09,0.72,0.72,"",0,0.0,-5,-2.4,296866,4.0,10969,8.9,-2086,-94.3,47,6.9,2444,6.9
"48417","5","10","71","0","2019","A","",150,1098,68677064,11432095,261545,1202,62524,"",0.92,0.97,1.03,1.01,1.01,1.07,1.07,"",-3,-2.0,-37,-3.3,-3093182,-4.3,-1313683,-10.3,-130112,-33.2,-14,-1.2,-710,-1.1
"48419","0","10","70","0","2019","A","",582,8523,343374136,83563290,1329977,775,40288,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,2.1,202,2.4,27794442,8.8,1629704,2.0,-209515,-13.6,46,6.3,2362,6.2
"48419","1","10","71","0","2019","A","",8,76,3944327,0,0,993,51616,"",2.33,0.47,0.42,0.00,0.00,0.90,0.90,"",1,14.3,1,1.3,175087,4.6,0,0.0,0,0.0,22,2.3,1135,2.2
"48419","2","10","71","0","2019","A","",11,65,3561126,0,0,1059,55069,"",2.76,0.24,0.31,0.00,0.00,1.29,1.29,"",0,0.0,-3,-4.4,-88314,-2.4,0,0.0,0,0.0,23,2.2,1203,2.2
"48419","3","10","71","0","2019","A","",38,1246,47950990,2511610,2498,740,38494,"",3.91,1.52,1.62,2.21,0.36,1.07,1.07,"",0,0.0,-3,-0.2,1300894,2.8,-114832,-4.4,-44766,-94.7,21,2.9,1129,3.0
"48419","5","10","71","0","2019","A","",525,7136,287917693,81051680,1327479,776,40346,"",0.93,0.98,0.98,0.99,1.00,1.00,1.00,"",11,2.1,206,3.0,26406775,10.1,1744536,2.2,-164749,-11.0,50,6.9,2610,6.9
"48421","0","10","70","0","2019","A","",122,1047,48888434,9124080,98062,898,46705,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,52,5.2,7065624,16.9,819507,9.9,20629,26.6,89,11.0,4661,11.1
"48421","1","10","71","0","2019","A","",4,8,461746,0,0,1055,54861,"",5.55,0.40,0.35,0.00,0.00,0.83,0.82,"",0,0.0,0,0.0,11693,2.6,0,0.0,0,0.0,27,2.6,1389,2.6
"48421","2","10","71","0","2019","A","",5,17,848515,0,0,946,49189,"",5.99,0.52,0.52,0.00,0.00,0.99,0.99,"",0,0.0,1,6.2,88193,11.6,0,0.0,0,0.0,55,6.2,2875,6.2
"48421","3","10","71","0","2019","A","",21,256,9495072,62998,58,714,37114,"",10.30,2.54,2.25,0.51,0.11,0.89,0.89,"",1,5.0,-3,-1.2,-98769,-1.0,1,0.0,-1072,-94.9,1,0.1,48,0.1
"48421","5","10","71","0","2019","A","",93,765,38083101,9061082,98004,957,49766,"",0.79,0.86,0.91,1.01,1.01,1.07,1.07,"",0,0.0,54,7.6,7064507,22.8,819506,9.9,21701,28.4,118,14.1,6144,14.1
"48423","0","10","70","0","2019","A","",6448,104972,4913002662,901365738,14383421,900,46803,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",49,0.8,1394,1.3,207620470,4.4,16534971,1.9,-1334666,-8.5,26,3.0,1374,3.0
"48423","1","10","71","0","2019","A","",29,640,48179172,0,0,1449,75339,"",0.76,0.32,0.36,0.00,0.00,1.13,1.13,"",0,0.0,27,4.4,1598213,3.4,0,0.0,0,0.0,-11,-0.8,-598,-0.8
"48423","2","10","71","0","2019","A","",28,3455,225057744,0,0,1253,65140,"",0.63,1.04,1.37,0.00,0.00,1.31,1.31,"",-1,-3.4,-437,-11.2,-2612515,-1.1,0,0.0,0,0.0,128,11.4,6638,11.3
"48423","3","10","71","0","2019","A","",69,9616,395082221,5239670,5219,790,41086,"",0.64,0.95,0.93,0.43,0.07,0.98,0.98,"",3,4.5,186,2.0,18788140,5.0,-60584,-1.1,-90164,-94.5,23,3.0,1181,3.0
"48423","5","10","71","0","2019","A","",6323,91261,4244683525,896126068,14378202,894,46511,"",1.01,1.02,1.01,1.01,1.01,0.99,0.99,"",48,0.8,1618,1.8,189846632,4.7,16595555,1.9,-1244502,-8.0,24,2.8,1278,2.8
"48425","0","10","70","0","2019","A","",226,3623,238714702,31484861,1012273,1267,65884,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-1.3,-154,-4.1,12426115,5.5,-5587900,-15.1,-103665,-9.3,115,10.0,5972,10.0
"48425","1","10","71","0","2019","A","",5,13,934031,0,0,1356,70493,"",3.75,0.19,0.14,0.00,0.00,0.75,0.75,"",1,25.0,1,8.3,92783,11.0,0,0.0,0,0.0,44,3.4,2284,3.3
"48425","2","10","71","0","2019","A","N",5,0,0,0,0,0,0,"N",3.23,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"48425","3","10","71","0","2019","A","N",6,0,0,0,0,0,0,"N",1.59,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"48425","5","10","71","0","2019","A","",210,2846,204853552,31020508,1011813,1384,71973,"",0.96,0.92,1.01,1.00,1.01,1.09,1.09,"",-4,-1.9,-153,-5.1,11439661,5.9,-3820501,-11.0,-63959,-5.9,144,11.6,7478,11.6
"48427","0","10","70","0","2019","A","",614,15270,477195054,88221537,1440980,601,31251,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,0.5,80,0.5,16623111,3.6,1499256,1.7,-267312,-15.6,18,3.1,931,3.1
"48427","1","10","71","0","2019","A","",20,810,84147993,0,0,1997,103865,"",5.51,2.78,6.49,0.00,0.00,2.33,2.33,"",1,5.3,12,1.5,1356330,1.6,0,0.0,0,0.0,2,0.1,116,0.1
"48427","2","10","71","0","2019","A","",12,241,13718461,0,0,1097,57041,"",2.86,0.50,0.86,0.00,0.00,1.72,1.72,"",0,0.0,3,1.3,622492,4.8,0,0.0,0,0.0,40,3.8,2093,3.8
"48427","3","10","71","0","2019","A","",38,4904,182832574,7495020,7478,717,37283,"",3.70,3.34,4.44,6.26,1.00,1.33,1.33,"",1,2.7,-103,-2.1,6868058,3.9,198244,2.7,-123845,-94.3,41,6.1,2141,6.1
"48427","5","10","71","0","2019","A","",544,9315,196496026,80726517,1433502,406,21094,"",0.91,0.72,0.48,0.93,1.00,0.68,0.68,"",1,0.2,168,1.8,7776231,4.1,1301012,1.6,-143467,-9.1,9,2.3,461,2.2
"48429","0","10","70","0","2019","A","",314,3323,129793631,26794059,505662,751,39063,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,1.3,129,4.0,5083682,4.1,1090866,4.2,-87995,-14.8,0,0.0,16,0.0
"48429","1","10","71","0","2019","A","",3,15,835205,0,0,1059,55068,"",1.62,0.24,0.24,0.00,0.00,0.99,0.99,"",0,0.0,-1,-6.2,-91930,-9.9,0,0.0,0,0.0,-91,-7.9,-4747,-7.9
"48429","2","10","71","0","2019","A","",10,182,7959066,0,0,843,43831,"",4.66,1.74,1.83,0.00,0.00,1.06,1.06,"",-1,-9.1,3,1.7,19155,0.2,0,0.0,0,0.0,-9,-1.1,-464,-1.0
"48429","3","10","71","0","2019","A","",26,517,19511246,931355,924,726,37758,"",4.95,1.62,1.74,2.56,0.35,1.08,1.08,"",0,0.0,3,0.6,492859,2.6,289,0.0,-15830,-94.5,14,2.0,721,1.9
"48429","5","10","71","0","2019","A","",274,2609,101488114,25862704,504738,748,38897,"",0.90,0.92,0.92,0.98,1.00,1.00,1.00,"",4,1.5,123,4.9,4663598,4.8,1090577,4.4,-72165,-12.5,-1,-0.1,-57,-0.1
"48431","0","10","70","0","2019","A","",95,525,23716521,4433440,65134,869,45189,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-2.1,-1,-0.2,78592,0.3,25560,0.6,-11891,-15.4,4,0.5,221,0.5
"48431","1","10","71","0","2019","A","",2,4,199143,0,0,919,47794,"",3.56,0.40,0.31,0.00,0.00,0.74,0.74,"",0,0.0,-1,-20.0,-45669,-18.7,0,0.0,0,0.0,-72,-7.3,-3745,-7.3
"48431","2","10","71","0","2019","A","",4,16,824149,0,0,980,50978,"",6.16,0.97,1.04,0.00,0.00,1.06,1.06,"",-1,-20.0,1,6.7,150971,22.4,0,0.0,0,0.0,117,13.6,6099,13.6
"48431","3","10","71","0","2019","A","",14,142,5410420,382393,380,733,38102,"",8.82,2.81,2.64,6.35,1.13,0.94,0.94,"",0,0.0,-3,-2.1,549613,11.3,-74003,-16.2,-7833,-95.4,86,13.3,4463,13.3
"48431","5","10","71","0","2019","A","",75,363,17282809,4051047,64754,917,47677,"",0.81,0.81,0.85,0.93,1.00,1.06,1.06,"",-2,-2.6,2,0.6,-576323,-3.2,99563,2.5,-4058,-5.9,-33,-3.5,-1737,-3.5
"48433","0","10","70","0","2019","A","",76,481,19787237,2545635,69252,791,41116,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-3.8,2,0.4,1125752,6.0,80594,3.3,-1423,-2.0,42,5.6,2164,5.6
"48433","1","10","71","0","2019","A","",4,12,542684,0,0,858,44604,"",8.91,1.31,1.01,0.00,0.00,0.76,0.76,"",0,0.0,-1,-7.7,22675,4.4,0,0.0,0,0.0,58,7.2,3003,7.2
"48433","2","10","71","0","2019","A","",4,14,705272,0,0,963,50078,"",7.69,0.92,1.07,0.00,0.00,1.15,1.15,"",0,0.0,0,0.0,-42067,-5.6,0,0.0,0,0.0,-46,-4.6,-2367,-4.5
"48433","3","10","71","0","2019","A","",18,203,8036309,109675,103,763,39685,"",14.17,4.38,4.70,3.17,0.29,1.08,1.08,"",0,0.0,-7,-3.3,333192,4.3,-18433,-14.4,-2196,-95.5,57,8.1,2974,8.1
"48433","5","10","71","0","2019","A","",50,253,10502972,2435960,69149,800,41596,"",0.68,0.62,0.62,0.98,1.00,1.01,1.01,"",-3,-5.7,10,4.1,811952,8.4,99027,4.2,773,1.1,31,4.0,1633,4.1
"48435","0","10","70","0","2019","A","",188,1764,116737049,18169704,482265,1273,66193,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,1.1,-52,-2.9,-7376369,-5.9,267598,1.5,-177163,-26.9,-42,-3.2,-2167,-3.2
"48435","1","10","71","0","2019","A","",1,6,248147,0,0,830,43156,"",0.90,0.18,0.08,0.00,0.00,0.46,0.46,"",0,0.0,0,0.0,16248,7.0,0,0.0,0,0.0,54,7.0,2826,7.0
"48435","2","10","71","0","2019","A","",8,39,1888716,0,0,937,48741,"",6.22,0.70,0.48,0.00,0.00,0.69,0.69,"",-1,-11.1,-1,-2.5,-169957,-8.3,0,0.0,0,0.0,-53,-5.4,-2726,-5.3
"48435","3","10","71","0","2019","A","",8,342,14262042,1958550,1947,801,41651,"",2.55,2.01,1.41,7.94,0.78,0.70,0.70,"",0,0.0,-7,-2.0,164128,1.2,67426,3.6,-32082,-94.3,25,3.2,1285,3.2
"48435","5","10","71","0","2019","A","",171,1377,100338144,16211154,480318,1402,72885,"",0.94,0.91,1.01,0.91,1.00,1.10,1.10,"",3,1.8,-44,-3.1,-7386788,-6.9,200172,1.3,-145081,-23.2,-56,-3.8,-2946,-3.9
"48437","0","10","70","0","2019","A","",201,1879,72179417,11074483,97723,739,38412,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-2.4,-29,-1.5,2904164,4.2,-975845,-8.1,-50900,-34.2,41,5.9,2106,5.8
"48437","1","10","71","0","2019","A","",7,21,1171793,0,0,1065,55360,"",5.90,0.59,0.60,0.00,0.00,1.01,1.01,"",1,16.7,0,0.0,-24792,-2.1,0,0.0,0,0.0,-53,-4.7,-2774,-4.8
"48437","2","10","71","0","2019","A","",10,156,6810878,0,0,842,43776,"",7.27,2.64,2.82,0.00,0.00,1.07,1.07,"",-1,-9.1,3,2.0,33457,0.5,0,0.0,0,0.0,-8,-0.9,-401,-0.9
"48437","3","10","71","0","2019","A","",12,588,20953229,95022,91,685,35615,"",3.57,3.25,3.36,0.63,0.18,1.03,1.03,"",0,0.0,-5,-0.8,669660,3.3,3035,3.3,-1560,-94.5,27,4.1,1386,4.0
"48437","5","10","71","0","2019","A","",173,1114,43243517,10979461,97632,747,38818,"",0.89,0.69,0.70,1.01,1.01,1.01,1.01,"",-4,-2.3,-28,-2.5,2225839,5.4,-978880,-8.2,-49340,-33.6,56,8.1,2885,8.0
"48439","0","10","70","0","2019","A","",45652,921867,53285792439,8438905951,140892206,1112,57802,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1256,2.8,23879,2.7,3329001725,6.7,280900972,3.4,-10478614,-6.9,42,3.9,2170,3.9
"48439","1","10","71","0","2019","A","",121,14954,1333570067,0,0,1715,89176,"",0.45,0.85,0.92,0.00,0.00,1.08,1.08,"",1,0.8,-592,-3.8,-54028893,-3.9,0,0.0,0,0.0,-1,-0.1,-81,-0.1
"48439","2","10","71","0","2019","A","",40,9177,569078080,0,0,1192,62010,"",0.13,0.32,0.32,0.00,0.00,1.01,1.01,"",-1,-2.4,-1295,-12.4,27335941,5.0,0,0.0,0,0.0,197,19.8,10278,19.9
"48439","3","10","71","0","2019","A","",295,87211,4597268483,53758905,53710,1014,52715,"",0.39,0.98,1.00,0.47,0.07,1.02,1.02,"",0,0.0,93,0.1,148990118,3.3,1012693,1.9,-895678,-94.3,32,3.3,1655,3.2
"48439","5","10","71","0","2019","A","",45196,810525,46785875809,8385147046,140838496,1110,57723,"",1.02,1.03,1.03,1.01,1.01,1.00,1.00,"",1256,2.9,25674,3.3,3206704559,7.4,279888279,3.5,-9582936,-6.4,42,3.9,2198,4.0
"48441","0","10","70","0","2019","A","",3701,64445,2843143825,534670244,10004952,848,44118,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",31,0.8,2091,3.4,194800473,7.4,40258857,8.1,1226085,14.0,31,3.8,1645,3.9
"48441","1","10","71","0","2019","A","",40,1175,63097173,0,0,1033,53707,"",1.83,0.96,0.82,0.00,0.00,0.86,0.85,"",2,5.3,10,0.9,-557412,-0.9,0,0.0,0,0.0,-18,-1.7,-940,-1.7
"48441","2","10","71","0","2019","A","",27,3263,151475021,0,0,893,46421,"",1.07,1.61,1.59,0.00,0.00,0.99,0.99,"",0,0.0,74,2.3,6794207,4.7,0,0.0,0,0.0,20,2.3,1045,2.3
"48441","3","10","71","0","2019","A","",52,6554,278405110,5350112,5330,817,42477,"",0.84,1.06,1.13,0.74,0.10,1.07,1.07,"",1,2.0,-39,-0.6,10803511,4.0,-90374,-1.7,-92577,-94.6,36,4.6,1888,4.7
"48441","5","10","71","0","2019","A","",3582,53453,2350166521,529320132,9999622,846,43967,"",1.00,0.97,0.97,1.01,1.01,1.00,1.00,"",28,0.8,2045,4.0,177760167,8.2,40349231,8.3,1318662,15.2,33,4.1,1709,4.0
"48443","0","10","70","0","2019","A","",50,273,11449784,1608464,25764,808,41992,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,1,0.4,-4123,0.0,-171895,-9.7,-4674,-15.4,-2,-0.2,-105,-0.2
"48443","1","10","71","0","2019","A","",3,37,4127501,0,0,2121,110312,"",10.16,7.11,13.28,0.00,0.00,1.84,1.84,"",0,0.0,-2,-5.1,-289443,-6.6,0,0.0,0,0.0,-48,-2.2,-2461,-2.2
"48443","2","10","71","0","2019","A","",6,27,1185644,0,0,837,43510,"",17.54,3.14,3.10,0.00,0.00,0.98,0.98,"",0,0.0,1,3.8,84378,7.7,0,0.0,0,0.0,35,4.4,1822,4.4
"48443","3","10","71","0","2019","A","",4,83,2411100,332216,329,558,29020,"",4.79,3.16,2.44,15.22,2.47,0.77,0.77,"",0,0.0,3,3.8,-133620,-5.3,-67999,-17.0,-6872,-95.4,-55,-9.0,-2855,-9.0
"48443","5","10","71","0","2019","A","",38,125,3725539,1276248,25435,574,29824,"",0.78,0.54,0.38,0.81,0.99,0.71,0.71,"",1,2.7,-2,-1.6,334562,9.9,-103896,-7.5,2198,9.5,59,11.5,3053,11.4
"48445","0","10","70","0","2019","A","",388,3644,165059349,28674398,624617,871,45301,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-1.0,-121,-3.2,-9071074,-5.2,-987167,-3.3,-75893,-10.8,-18,-2.0,-948,-2.0
"48445","1","10","71","0","2019","A","",5,25,1292083,0,0,981,51003,"",2.18,0.36,0.29,0.00,0.00,0.79,0.79,"",0,0.0,1,4.2,34280,2.7,0,0.0,0,0.0,-10,-1.0,-511,-1.0
"48445","2","10","71","0","2019","A","",10,169,8042409,0,0,916,47635,"",3.77,1.47,1.46,0.00,0.00,0.99,0.99,"",-1,-9.1,-4,-2.3,-80986,-1.0,0,0.0,0,0.0,13,1.4,702,1.5
"48445","3","10","71","0","2019","A","",34,834,32622395,348387,346,752,39108,"",5.24,2.38,2.29,0.90,0.11,0.96,0.96,"",0,0.0,-10,-1.2,721011,2.3,-43612,-11.1,-6705,-95.1,25,3.4,1314,3.5
"48445","5","10","71","0","2019","A","",339,2615,123102462,28326011,624271,905,47071,"",0.90,0.84,0.87,1.01,1.01,1.04,1.04,"",-3,-0.9,-109,-4.0,-9745379,-7.3,-943555,-3.2,-69188,-10.0,-33,-3.5,-1707,-3.5
"48447","0","10","70","0","2019","A","",68,382,11931316,1883476,14255,600,31200,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-4.2,-67,-14.9,-927829,-7.2,-596064,-24.0,-7454,-34.3,49,8.9,2545,8.9
"48447","1","10","71","0","2019","A","",5,6,303839,0,0,948,49271,"",12.45,0.82,0.94,0.00,0.00,1.11,1.11,"",1,25.0,0,0.0,-49827,-14.1,0,0.0,0,0.0,-126,-11.7,-6571,-11.8
"48447","2","10","71","0","2019","A","",4,10,442530,0,0,824,42825,"",8.60,0.83,1.11,0.00,0.00,1.29,1.29,"",0,0.0,0,0.0,8964,2.1,0,0.0,0,0.0,-39,-4.5,-2027,-4.5
